x,y,CI_left,CI_right
2021-05-28,13362,0.008,0.1125
2021-05-29,12748,0.008,0.1125
2021-05-30,13894,0.008,0.1125
2021-05-31,12716,0.008,0.1125
2021-06-01,13716,0.008,0.1125
2021-06-02,12172,0.008,0.1125
2021-06-03,13812,0.008,0.1125
